Id,MSSubClass,MSZoning=RL,MSZoning=RM,'MSZoning=C (all)',MSZoning=FV,MSZoning=RH,LotFrontage,LotArea,Street,Alley,LotShape=Reg,LotShape=IR1,LotShape=IR2,LotShape=IR3,LandContour=Lvl,LandContour=Bnk,LandContour=Low,LandContour=HLS,Utilities,LotConfig=Inside,LotConfig=FR2,LotConfig=Corner,LotConfig=CulDSac,LotConfig=FR3,LandSlope=Gtl,LandSlope=Mod,LandSlope=Sev,Neighborhood=CollgCr,Neighborhood=Veenker,Neighborhood=Crawfor,Neighborhood=NoRidge,Neighborhood=Mitchel,Neighborhood=Somerst,Neighborhood=NWAmes,Neighborhood=OldTown,Neighborhood=BrkSide,Neighborhood=Sawyer,Neighborhood=NridgHt,Neighborhood=mes,Neighborhood=SawyerW,Neighborhood=IDOTRR,Neighborhood=MeadowV,Neighborhood=Edwards,Neighborhood=Timber,Neighborhood=Gilbert,Neighborhood=StoneBr,Neighborhood=ClearCr,Neighborhood=NPkVill,Neighborhood=Blmngtn,Neighborhood=BrDale,Neighborhood=SWISU,Neighborhood=Blueste,Condition1=Norm,Condition1=Feedr,Condition1=PosN,Condition1=Artery,Condition1=RRAe,Condition1=RRNn,Condition1=RRAn,Condition1=PosA,Condition1=RRNe,Condition2=Norm,Condition2=Artery,Condition2=RRNn,Condition2=Feedr,Condition2=PosN,Condition2=PosA,Condition2=RRAn,Condition2=RRAe,BldgType=1Fam,BldgType=2fmCon,BldgType=Duplex,BldgType=TwnhsE,BldgType=Twnhs,HouseStyle=2Story,HouseStyle=1Story,HouseStyle=1.5Fin,HouseStyle=1.5Unf,HouseStyle=SFoyer,HouseStyle=SLvl,HouseStyle=2.5Unf,HouseStyle=2.5Fin,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle=Gable,RoofStyle=Hip,RoofStyle=Gambrel,RoofStyle=Mansard,RoofStyle=Flat,RoofStyle=Shed,RoofMatl=CompShg,RoofMatl=WdShngl,RoofMatl=Metal,RoofMatl=WdShake,RoofMatl=Membran,RoofMatl=Tar&Grv,RoofMatl=Roll,RoofMatl=ClyTile,Exterior1st=VinylSd,Exterior1st=MetalSd,'Exterior1st=Wd Sdng',Exterior1st=HdBoard,Exterior1st=BrkFace,Exterior1st=WdShing,Exterior1st=CemntBd,Exterior1st=Plywood,Exterior1st=AsbShng,Exterior1st=Stucco,Exterior1st=BrkComm,Exterior1st=AsphShn,Exterior1st=Stone,Exterior1st=ImStucc,Exterior1st=CBlock,Exterior2nd=VinylSd,Exterior2nd=MetalSd,'Exterior2nd=Wd Shng',Exterior2nd=HdBoard,Exterior2nd=Plywood,'Exterior2nd=Wd Sdng',Exterior2nd=CmentBd,Exterior2nd=BrkFace,Exterior2nd=Stucco,Exterior2nd=AsbShng,'Exterior2nd=Brk Cmn',Exterior2nd=ImStucc,Exterior2nd=AsphShn,Exterior2nd=Stone,Exterior2nd=Other,Exterior2nd=CBlock,MasVnrType=BrkFace,MasVnrType=None,MasVnrType=Stone,MasVnrType=BrkCmn,MasVnrArea,ExterQual=Gd,ExterQual=TA,ExterQual=Ex,ExterQual=Fa,ExterCond=TA,ExterCond=Gd,ExterCond=Fa,ExterCond=Po,ExterCond=Ex,Foundation=PConc,Foundation=CBlock,Foundation=BrkTil,Foundation=Wood,Foundation=Slab,Foundation=Stone,BsmtQual=Gd,BsmtQual=TA,BsmtQual=Ex,BsmtQual=Fa,BsmtCond=TA,BsmtCond=Gd,BsmtCond=Fa,BsmtCond=Po,BsmtExposure=No,BsmtExposure=Gd,BsmtExposure=Mn,BsmtExposure=Av,BsmtFinType1=GLQ,BsmtFinType1=ALQ,BsmtFinType1=Unf,BsmtFinType1=Rec,BsmtFinType1=BLQ,BsmtFinType1=LwQ,BsmtFinSF1,BsmtFinType2=Unf,BsmtFinType2=BLQ,BsmtFinType2=ALQ,BsmtFinType2=Rec,BsmtFinType2=LwQ,BsmtFinType2=GLQ,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating=GasA,Heating=GasW,Heating=Grav,Heating=Wall,Heating=OthW,Heating=Floor,HeatingQC=Ex,HeatingQC=Gd,HeatingQC=TA,HeatingQC=Fa,HeatingQC=Po,CentralAir,Electrical=SBrkr,Electrical=FuseF,Electrical=FuseA,Electrical=FuseP,Electrical=Mix,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual=Gd,KitchenQual=TA,KitchenQual=Ex,KitchenQual=Fa,TotRmsAbvGrd,Functional=Typ,Functional=Min1,Functional=Maj1,Functional=Min2,Functional=Mod,Functional=Maj2,Functional=Sev,Fireplaces,FireplaceQu=TA,FireplaceQu=Gd,FireplaceQu=Fa,FireplaceQu=Ex,FireplaceQu=Po,GarageType=Attchd,GarageType=Detchd,GarageType=BuiltIn,GarageType=CarPort,GarageType=Basment,GarageType=2Types,GarageYrBlt,GarageFinish=RFn,GarageFinish=Unf,GarageFinish=Fin,GarageCars,GarageArea,GarageQual=TA,GarageQual=Fa,GarageQual=Gd,GarageQual=Ex,GarageQual=Po,GarageCond=TA,GarageCond=Fa,GarageCond=Gd,GarageCond=Po,GarageCond=Ex,PavedDrive=Y,PavedDrive=N,PavedDrive=P,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC=Ex,PoolQC=Fa,PoolQC=Gd,Fence=MnPrv,Fence=GdWo,Fence=GdPrv,Fence=MnWw,MiscFeature=Shed,MiscFeature=Gar2,MiscFeature=Othr,MiscFeature=TenC,MiscVal,MoSold,YrSold,SaleType=WD,SaleType=New,SaleType=COD,SaleType=ConLD,SaleType=ConLI,SaleType=CWD,SaleType=ConLw,SaleType=Con,SaleType=Oth,SaleCondition=Normal,SaleCondition=Abnorml,SaleCondition=Partial,SaleCondition=AdjLand,SaleCondition=Alloca,SaleCondition=Family,SalePrice
1007,20,1,0,0,0,0,?,12155,0,?,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,3,1970,1970,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1237,1,0,0,0,0,0,0,420,1657,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1657,0,0,1657,0,1,2,0,3,1,0,1,0,0,7,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1970,0,1,0,2,484,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,147,0,?,?,?,?,?,?,?,?,?,?,?,0,3,2007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,163500
1008,160,0,1,0,0,0,21,2217,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,4,1970,1970,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,273,0,0,0,0,1,0,273,0,546,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,546,546,0,1092,0,0,1,1,3,1,0,1,0,0,6,1,0,0,0,0,0,0,0,?,?,?,?,?,1,0,0,0,0,0,1970,1,0,0,1,286,1,0,0,0,0,1,0,0,0,0,1,0,0,238,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,8,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88000
1009,20,1,0,0,0,0,43,12118,0,?,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,5,2004,2005,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,108,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1710,1710,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1710,0,0,1710,0,0,2,0,3,1,1,0,0,0,7,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2004,0,0,1,2,550,1,0,0,0,0,1,0,0,0,0,1,0,0,100,48,0,0,180,0,?,?,?,?,?,?,?,?,?,?,?,0,4,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,240000
1010,50,1,0,0,0,0,60,6000,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5,1926,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1008,1008,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1008,0,514,1522,0,0,2,0,4,1,0,1,0,0,7,1,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,0,0,1,0,0,138,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,6,2006,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,102000
1011,50,1,0,0,0,0,115,21286,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5,1948,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,720,720,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,720,551,0,1271,0,0,2,0,4,1,0,1,0,0,7,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1948,0,1,0,1,312,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,108,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,8,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,135000
1012,90,1,0,0,0,0,75,9825,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,5,1965,1965,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1664,0,0,1664,0,0,2,0,4,2,0,1,0,0,8,1,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,5,2010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100000
1013,70,1,0,0,0,0,55,10592,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,7,1923,1996,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,602,602,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,900,602,0,1502,0,0,1,1,3,1,1,0,0,0,7,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1923,0,1,0,1,180,1,0,0,0,0,1,0,0,0,0,1,0,0,96,0,112,0,53,0,?,?,?,?,?,?,?,?,?,?,?,0,8,2007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,165000
1014,30,0,1,0,0,0,60,7200,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,4,1910,2006,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,247,0,0,0,1,0,0,465,310,1022,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1022,0,0,1022,1,0,1,0,2,1,0,1,0,0,4,0,0,0,0,0,1,0,0,?,?,?,?,?,0,1,0,0,0,0,1956,0,1,0,1,280,1,0,0,0,0,1,0,0,0,0,1,0,0,0,30,226,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,6,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85000
1015,20,1,0,0,0,0,60,11664,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,5,1948,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,206,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,336,1,0,0,0,0,0,0,746,1082,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1082,0,0,1082,0,0,1,0,2,1,0,1,0,0,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1948,0,1,0,1,240,1,0,0,0,0,1,0,0,0,0,1,0,0,0,130,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,11,2007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,119200
1016,60,1,0,0,0,0,70,8400,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,6,2001,2001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,643,1,0,0,0,0,0,0,167,810,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,810,855,0,1665,1,0,2,1,3,1,1,0,0,0,6,1,0,0,0,0,0,0,0,?,?,?,?,?,1,0,0,0,0,0,2001,0,0,1,2,528,1,0,0,0,0,1,0,0,0,0,1,0,0,0,45,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,11,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,227000
1017,20,1,0,0,0,0,73,11883,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,5,1996,1996,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,196,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,690,1,0,0,0,0,0,0,814,1504,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1504,0,0,1504,1,0,2,0,3,1,1,0,0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1996,0,0,1,2,478,1,0,0,0,0,1,0,0,0,0,1,0,0,115,66,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,6,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,203000
1018,120,1,0,0,0,0,?,5814,0,?,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,5,1984,1984,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1036,1,0,0,0,0,0,0,184,1220,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1360,0,0,1360,1,0,1,0,1,1,1,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1984,1,0,0,2,565,1,0,0,0,0,1,0,0,0,0,1,0,0,63,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,8,2009,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,187500
1019,80,1,0,0,0,0,?,10784,0,?,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,1991,1992,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,384,384,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,802,670,0,1472,0,0,2,1,3,1,1,0,0,0,7,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1991,1,0,0,2,402,1,0,0,0,0,1,0,0,0,0,1,0,0,164,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,5,2007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,160000
1020,120,1,0,0,0,0,43,3013,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,5,2005,2005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,145,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,16,1,0,0,0,0,0,0,1346,1362,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1506,0,0,1506,0,0,2,0,2,1,1,0,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2005,0,0,1,2,440,1,0,0,0,0,1,0,0,0,0,1,0,0,142,20,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,4,2006,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,213490
1021,20,1,0,0,0,0,60,7024,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,5,2005,2005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1024,1,0,0,0,0,0,0,108,1132,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1132,0,0,1132,1,0,1,1,2,1,1,0,0,0,5,1,0,0,0,0,0,0,0,?,?,?,?,?,1,0,0,0,0,0,2005,0,0,1,2,451,1,0,0,0,0,1,0,0,0,0,1,0,0,252,64,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,6,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,176000
1022,20,1,0,0,0,0,64,7406,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,5,2006,2006,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,684,1,0,0,0,0,0,0,515,1199,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1220,0,0,1220,1,0,2,0,2,1,1,0,0,0,6,1,0,0,0,0,0,0,0,?,?,?,?,?,1,0,0,0,0,0,2006,1,0,0,2,632,1,0,0,0,0,1,0,0,0,0,1,0,0,105,54,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,7,2006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,194000
1023,50,0,1,0,0,0,52,9439,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5,1930,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,324,1,0,0,0,0,0,0,588,912,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,912,336,0,1248,0,0,1,0,2,1,0,1,0,0,6,1,0,0,0,0,0,0,0,?,?,?,?,?,0,1,0,0,0,0,1957,0,1,0,1,160,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,192,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,3,2007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87000
1024,120,1,0,0,0,0,43,3182,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,5,2005,2006,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,16,1,0,0,0,0,0,0,1330,1346,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1504,0,0,1504,0,0,2,0,2,1,1,0,0,0,7,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2005,0,0,1,2,437,1,0,0,0,0,1,0,0,0,0,1,0,0,156,20,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,5,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,191000
